gene_id	gene_symbol	baseline_expression	true_log2_fold_change	is_differential	batch_log2_shift	gene_sets
ENSG00000003130	KDM798	342.69	0.0	0	-0.8233	
ENSG00000003131	GABR364	567.79	0.0	0	-0.6319	IL6_JAK_STAT3_SIGNALING
ENSG00000003132	ANAPC164	23.52	0.0	0	-0.3816	PROTEIN_SECRETION
ENSG00000003133	DYNC696	6.23	0.0	0	-0.935	PI3K_AKT_MTOR_SIGNALING
ENSG00000003134	KCN623	134.1	0.0	0	-1.0368	
ENSG00000003135	EZH371	26.01	0.0	0	1.5393	P53_SIGNALING;TGF_BETA_SIGNALING
ENSG00000003136	COPB363	329.66	0.0	0	0.1391	
ENSG00000003137	DHX154	123.46	0.0	0	-0.4596	COMPLEMENT_CASCADE;SPERMATOGENESIS;PROTEIN_SECRETION
ENSG00000003138	SNX885	17.79	0.0	0	0.0632	
ENSG00000003139	SDHB	48.82	2.9866	1	-0.6166	INFLAMMATORY_RESPONSE
ENSG00000003140	CDC373	10.12	0.0	0	1.6155	MYC_TARGETS
ENSG00000003141	RAB11FIP420	7.99	0.0	0	-0.6675	
ENSG00000003142	BRD406	7.74	0.0	0	-0.0362	
ENSG00000003143	SNX446	4.53	0.0	0	-0.7296	
ENSG00000003144	HTR472	103.68	0.0	0	-0.2485	NOTCH_SIGNALING
ENSG00000003145	HDAC896	204.08	0.0	0	-0.0961	
ENSG00000003146	MYO716	112.22	0.0	0	-0.6659	MAPK_SIGNALING
ENSG00000003147	DDX895	32.98	0.0	0	0.9551	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003148	DYNC544	12.87	0.0	0	0.0278	INTERFERON_ALPHA_RESPONSE;MYC_TARGETS
ENSG00000003149	TIMM471	104.97	0.0	0	-0.9573	OXIDATIVE_PHOSPHORYLATION;INTERFERON_GAMMA_RESPONSE;PROTEIN_SECRETION
ENSG00000003150	SEC224	3.57	0.0	0	1.7916	OXIDATIVE_PHOSPHORYLATION;NOTCH_SIGNALING
ENSG00000003151	KDM414	46.31	0.0	0	-0.0024	UNFOLDED_PROTEIN_RESPONSE
ENSG00000003152	PPP1R759	1647.31	0.0	0	-1.1878	
ENSG00000003153	COL102	12.62	0.0	0	0.0948	
ENSG00000003154	DUSP890	1.38	0.0	0	-0.4053	WNT_BETA_CATENIN_SIGNALING
ENSG00000003155	PPP2R176	623.21	0.0	0	-0.0605	
ENSG00000003156	TOMM430	11.99	0.0	0	0.4397	
ENSG00000003157	TUBB438	9.33	0.0	0	0.1224	P53_SIGNALING
ENSG00000003158	DYNC116	112.24	0.0	0	0.3338	
ENSG00000003159	DYNC297	5755.12	0.0	0	-0.0329	P53_SIGNALING;COMPLEMENT_CASCADE
ENSG00000003160	CUL96	90.35	0.0	0	-0.1131	
ENSG00000003161	ATAD25	48.82	0.0	0	-0.0442	P53_SIGNALING
ENSG00000003162	ACTN229	83.78	0.0	0	-0.4221	MYC_TARGETS
ENSG00000003163	RAB11FIP122	471.32	0.0	0	-0.7554	FATTY_ACID_METABOLISM;EPITHELIAL_MESENCHYMAL_TRANSITION;MAPK_SIGNALING;ESTROGEN_RESPONSE
ENSG00000003164	ADRB47	88.3	0.0	0	0.1654	FATTY_ACID_METABOLISM;DNA_REPAIR;ESTROGEN_RESPONSE
ENSG00000003165	ABC258	2.7	0.0	0	-0.2543	
ENSG00000003166	GNA611	1093.74	-1.1932	1	2.5699	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000003167	SNX23	380.4	0.0	0	0.0788	
ENSG00000003168	UGT431	4.34	0.0	0	0.3886	
ENSG00000003169	CHEK2	86.18	-2.3176	1	-0.5501	OXIDATIVE_PHOSPHORYLATION;HYPOXIA
ENSG00000003170	CACN106	448.47	0.0	0	0.5126	
ENSG00000003171	H2AF177	15.15	0.0	0	0.1412	COMPLEMENT_CASCADE
ENSG00000003172	CACN686	20.39	0.0	0	0.3395	
ENSG00000003173	CUL170	42.2	0.0	0	1.1082	ESTROGEN_RESPONSE;ADIPOGENESIS
ENSG00000003174	UGT898	41.59	0.0	0	-0.0244	
ENSG00000003175	RPS867	336.7	0.0	0	-1.009	
ENSG00000003176	PRKC423	16.07	0.0	0	0.3776	OXIDATIVE_PHOSPHORYLATION;WNT_BETA_CATENIN_SIGNALING
ENSG00000003177	ARF341	3.17	0.0	0	0.7255	
ENSG00000003178	SLC2A1	678.2	1.6018	1	-1.8172	HYPOXIA
ENSG00000003179	COL332	8.11	0.0	0	-1.1269	
ENSG00000003180	SCN59	1.72	0.0	0	-0.9993	
ENSG00000003181	GCK	256.51	0.0	0	0.1411	ADIPOGENESIS
ENSG00000003182	COPB862	73.69	0.0	0	0.1694	TNFA_SIGNALING_VIA_NFKB
ENSG00000003183	ARF659	4.65	0.0	0	0.2546	
ENSG00000003184	SUZ288	4.57	0.0	0	0.6812	
ENSG00000003185	BRD39	0.2	0.0	0	0.9012	CELL_CYCLE_G2M_CHECKPOINT;E2F_TARGETS
ENSG00000003186	MAPK486	70.51	0.0	0	-0.8107	NOTCH_SIGNALING;ESTROGEN_RESPONSE
ENSG00000003187	CDC138	27.82	0.0	0	0.431	APOPTOSIS
ENSG00000003188	RHO4	555.98	0.0	0	-1.218	DNA_REPAIR;PI3K_AKT_MTOR_SIGNALING
ENSG00000003189	RPS385	217.37	1.9052	1	-0.2192	INFLAMMATORY_RESPONSE
ENSG00000003190	MYO797	6.77	0.0	0	0.0666	
ENSG00000003191	RAB11FIP390	1771.17	0.0	0	0.0035	HEDGEHOG_SIGNALING
ENSG00000003192	GRIN388	888.21	0.0	0	1.6932	
ENSG00000003193	SKP551	7.51	0.0	0	-1.0578	
ENSG00000003194	SKP534	3.21	0.0	0	-0.0339	UNFOLDED_PROTEIN_RESPONSE
ENSG00000003195	TMEM248	38.83	0.0	0	0.886	FATTY_ACID_METABOLISM
ENSG00000003196	DNMT721	1.04	0.0	0	0.5851	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003197	SLC280	16.12	0.0	0	0.5346	AUTOPHAGY;RIBOSOME_BIOGENESIS
ENSG00000003198	UGT541	38.2	0.0	0	0.772	
ENSG00000003199	VPS886	86.15	0.0	0	0.73	SPERMATOGENESIS
ENSG00000003200	CDC18	355.3	0.0	0	0.8538	PI3K_AKT_MTOR_SIGNALING
ENSG00000003201	CYP48	513.86	0.0	0	-0.6641	CHOLESTEROL_HOMEOSTASIS;CELL_CYCLE_G2M_CHECKPOINT;WNT_BETA_CATENIN_SIGNALING;REACTIVE_OXYGEN_SPECIES
ENSG00000003202	RPL36	433.32	0.0	0	-0.0299	
ENSG00000003203	SNX254	22.78	0.0	0	0.3392	
ENSG00000003204	RB1	5.1	0.0	0	-0.5482	XENOBIOTIC_METABOLISM
ENSG00000003205	VCL607	47.63	0.0	0	0.1894	
ENSG00000003206	CDC769	19.59	0.0	0	0.0545	
ENSG00000003207	KMT2296	1.14	0.0	0	-1.5402	
ENSG00000003208	TUBB624	26.21	0.0	0	-0.1111	
ENSG00000003209	DYNC860	1.07	0.0	0	-0.657	OXIDATIVE_PHOSPHORYLATION
ENSG00000003210	CCNB377	56.87	0.0	0	-2.4878	
ENSG00000003211	RAB374	3158.32	0.0	0	0.2866	AUTOPHAGY
ENSG00000003212	DUSP458	31.79	0.0	0	-0.7857	
ENSG00000003213	PPP1R310	25.97	0.0	0	0.0805	CHOLESTEROL_HOMEOSTASIS;WNT_BETA_CATENIN_SIGNALING
ENSG00000003214	SEC828	3.57	0.0	0	-1.1684	OXIDATIVE_PHOSPHORYLATION
ENSG00000003215	FBXO796	37.47	0.0	0	1.0614	HEDGEHOG_SIGNALING
ENSG00000003216	DNMT618	532.85	0.0	0	-0.8821	
ENSG00000003217	RPS480	40.95	0.0	0	-0.6358	
ENSG00000003218	PPP2R628	306.51	0.0	0	0.4184	EPITHELIAL_MESENCHYMAL_TRANSITION;SPERMATOGENESIS
ENSG00000003219	ANK105	1.3	0.0	0	0.0386	ESTROGEN_RESPONSE;REACTIVE_OXYGEN_SPECIES
ENSG00000003220	MRPL322	0.68	0.0	0	-1.5687	
ENSG00000003221	DRD441	356.55	0.0	0	-0.4957	
ENSG00000003222	RPS320	53.45	0.0	0	0.7088	TGF_BETA_SIGNALING
ENSG00000003223	PRKC838	117.43	0.0	0	-0.9461	AUTOPHAGY
ENSG00000003224	UGT560	5.39	0.0	0	0.9754	
ENSG00000003225	ARID894	65.32	0.0	0	-1.0442	MYOGENESIS
ENSG00000003226	KDM349	2.97	0.0	0	-1.1341	
ENSG00000003227	H2AF517	534.86	0.0	0	-0.8623	EXTRACELLULAR_MATRIX_ORGANIZATION;ESTROGEN_RESPONSE
ENSG00000003228	MAPK378	640.06	0.0	0	0.5809	
ENSG00000003229	SEC629	391.28	0.0	0	0.0256	
ENSG00000003230	RAB741	3.14	0.0	0	0.0176	
ENSG00000003231	UBE2215	141.4	0.0	0	-1.6086	
ENSG00000003232	EZH648	126.19	0.0	0	0.5996	COAGULATION
ENSG00000003233	ARID534	25.3	0.0	0	0.6236	
ENSG00000003234	COL92	28.03	0.0	0	-1.5389	
ENSG00000003235	PLC813	68.25	0.0	0	-0.9105	UNFOLDED_PROTEIN_RESPONSE;PEROXISOME
ENSG00000003236	H2AF203	561.9	0.0	0	-0.8685	
ENSG00000003237	UGT802	19.52	0.0	0	0.4786	
ENSG00000003238	SMARC584	2.38	0.0	0	0.3413	DNA_REPAIR;SPERMATOGENESIS
ENSG00000003239	UBE247	92.66	0.0	0	-0.8258	P53_SIGNALING
ENSG00000003240	DRD817	75.59	0.0	0	-1.5157	
ENSG00000003241	SEC80	16.67	0.0	0	1.154	PI3K_AKT_MTOR_SIGNALING
ENSG00000003242	DDX268	158.39	0.0	0	0.0916	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000003243	KRT425	9.25	0.0	0	0.3732	
ENSG00000003244	SMARC606	27.04	0.0	0	-0.4779	UNFOLDED_PROTEIN_RESPONSE
ENSG00000003245	TRIM147	113.58	1.0514	1	0.3143	P53_SIGNALING;TNFA_SIGNALING_VIA_NFKB
ENSG00000003246	ACTN796	324.85	0.0	0	0.1689	
ENSG00000003247	CUL18	86.26	0.0	0	0.0041	NOTCH_SIGNALING;MAPK_SIGNALING
ENSG00000003248	RAB11FIP594	96.5	0.0	0	0.1768	
ENSG00000003249	ABC544	127.18	0.0	0	-1.2191	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003250	GABR300	225.67	0.0	0	0.2303	
ENSG00000003251	MSH6	9.95	0.0	0	-1.9323	
ENSG00000003252	EZH700	20.82	0.0	0	-0.383	DNA_REPAIR
ENSG00000003253	UBE271	43.3	0.0	0	-1.1167	CHOLESTEROL_HOMEOSTASIS
ENSG00000003254	ZNF117	15.62	0.0	0	0.2294	REACTIVE_OXYGEN_SPECIES
ENSG00000003255	PPP1R720	99.14	0.0	0	-0.1665	DNA_REPAIR
ENSG00000003256	ANK390	300.14	0.0	0	-0.6818	RIBOSOME_BIOGENESIS
ENSG00000003257	SKP190	199.13	0.0	0	-0.8397	AUTOPHAGY
ENSG00000003258	ANK883	120.87	0.0	0	-0.0677	MAPK_SIGNALING;MYOGENESIS
ENSG00000003259	IKBKB	1.83	0.0	0	-1.1418	OXIDATIVE_PHOSPHORYLATION
ENSG00000003260	ANK732	36.56	0.0	0	0.3002	
ENSG00000003261	DDX798	0.87	0.0	0	-0.7222	
ENSG00000003262	H2AF386	61.44	0.0	0	1.0238	
ENSG00000003263	RPL712	106.46	0.0	0	-0.131	
ENSG00000003264	DRD650	287.6	0.0	0	-1.2713	ANDROGEN_RESPONSE
ENSG00000003265	MMP784	5.65	0.0	0	0.3326	MYOGENESIS
ENSG00000003266	TOMM59	11.16	0.0	0	0.4891	
ENSG00000003267	SLC4	46.28	0.0	0	0.2166	
ENSG00000003268	DHX357	2.44	0.0	0	-0.6098	
ENSG00000003269	DDX614	22.54	0.0	0	-0.2599	NOTCH_SIGNALING
ENSG00000003270	MAPK616	8.22	0.0	0	0.0999	MAPK_SIGNALING
ENSG00000003271	PPP2R328	317.42	0.0	0	0.4381	
ENSG00000003272	SPTB450	91.33	0.0	0	0.1748	
ENSG00000003273	ADAM164	172.79	0.0	0	-0.8981	CHOLESTEROL_HOMEOSTASIS
ENSG00000003274	EZH487	49.71	0.0	0	1.1814	HYPOXIA
ENSG00000003275	TRIM530	67.28	0.0	0	-0.1221	CHOLESTEROL_HOMEOSTASIS
ENSG00000003276	GNA706	16.79	0.0	0	0.9615	PI3K_AKT_MTOR_SIGNALING
ENSG00000003277	SPTB699	5.98	0.0	0	0.6831	MAPK_SIGNALING
ENSG00000003278	SOD1	168.33	2.9026	1	-0.7861	
ENSG00000003279	VPS747	24.05	0.0	0	-0.3065	
ENSG00000003280	EZH317	146.0	0.0	0	1.1241	ESTROGEN_RESPONSE
ENSG00000003281	HTR586	15.7	0.0	0	0.7303	COMPLEMENT_CASCADE;ADIPOGENESIS
ENSG00000003282	SIRT305	2541.27	0.0	0	-0.7689	REACTIVE_OXYGEN_SPECIES
ENSG00000003283	ZNF224	2.69	0.0	0	-0.0871	WNT_BETA_CATENIN_SIGNALING;HEDGEHOG_SIGNALING
ENSG00000003284	BRD798	9.21	0.0	0	0.7466	CHOLESTEROL_HOMEOSTASIS;TGF_BETA_SIGNALING
ENSG00000003285	TET316	196.18	0.0	0	-0.7219	
ENSG00000003286	ABC749	119.68	0.0	0	-0.6679	
ENSG00000003287	OR301	8.92	0.0	0	1.2144	
ENSG00000003288	ADAM653	13.42	0.0	0	1.1611	APOPTOSIS
ENSG00000003289	ARID812	541.26	0.0	0	0.6908	
ENSG00000003290	ANK848	4.46	0.0	0	0.228	CHOLESTEROL_HOMEOSTASIS;COAGULATION
ENSG00000003291	RPS748	4.22	0.0	0	0.9044	
ENSG00000003292	RPL309	21.45	0.0	0	0.5548	CHOLESTEROL_HOMEOSTASIS;IL6_JAK_STAT3_SIGNALING;MAPK_SIGNALING
ENSG00000003293	PXN289	3.85	0.0	0	-0.0297	FATTY_ACID_METABOLISM;AUTOPHAGY
ENSG00000003294	ACTN765	0.55	0.0	0	-2.5409	
ENSG00000003295	RAB11FIP276	14.02	0.0	0	0.41	
ENSG00000003296	COL637	89.23	0.0	0	0.9029	
ENSG00000003297	SMARC397	546.52	0.0	0	-0.253	NOTCH_SIGNALING
ENSG00000003298	SMARC164	4.75	0.0	0	0.7984	COAGULATION
ENSG00000003299	RPL630	179.36	-1.5733	1	-0.8914	INTERFERON_ALPHA_RESPONSE
ENSG00000003300	CDC672	12.11	0.0	0	-1.566	MYC_TARGETS
ENSG00000003301	CDC243	22.25	0.0	0	0.5971	
ENSG00000003302	ANK125	567.4	0.0	0	0.0813	UNFOLDED_PROTEIN_RESPONSE
ENSG00000003303	DRD337	54.44	0.0	0	-0.4712	APOPTOSIS
ENSG00000003304	PLC530	136.59	0.0	0	0.5824	AUTOPHAGY
ENSG00000003305	MRPL71	106.12	0.0	0	-0.3461	
ENSG00000003306	PPP1R354	1004.16	0.0	0	0.2476	
ENSG00000003307	SPTB824	36.39	0.0	0	-1.0998	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000003308	DYNC664	12.14	0.0	0	-0.0701	
ENSG00000003309	DHX694	76.32	0.0	0	1.3477	
ENSG00000003310	ABC454	110.9	0.0	0	-0.7766	ESTROGEN_RESPONSE;REACTIVE_OXYGEN_SPECIES;XENOBIOTIC_METABOLISM
ENSG00000003311	SPTB225	4.7	0.0	0	-1.6362	HEDGEHOG_SIGNALING;MAPK_SIGNALING
ENSG00000003312	DUSP715	26.5	0.0	0	-1.3024	REACTIVE_OXYGEN_SPECIES
ENSG00000003313	ACTN801	308.91	0.0	0	-0.6122	
ENSG00000003314	ARID74	60.13	-1.92	1	-0.9232	INFLAMMATORY_RESPONSE
ENSG00000003315	UGT692	128.79	0.0	0	-0.4797	COMPLEMENT_CASCADE
ENSG00000003316	MYO149	166.06	0.0	0	0.1796	RIBOSOME_BIOGENESIS
ENSG00000003317	RPS723	87.25	0.0	0	-0.5562	NOTCH_SIGNALING
ENSG00000003318	SCN531	1.12	0.0	0	0.0408	FATTY_ACID_METABOLISM;AUTOPHAGY;MAPK_SIGNALING
ENSG00000003319	HIST1H674	493.04	0.0	0	1.4073	
ENSG00000003320	EGFR	17.67	0.0	0	0.3489	COAGULATION
ENSG00000003321	KCN495	26.55	0.0	0	-0.7284	ADIPOGENESIS
ENSG00000003322	RPS628	54.42	0.0	0	0.7339	REACTIVE_OXYGEN_SPECIES
ENSG00000003323	SNX821	2016.37	0.0	0	-0.284	MYC_TARGETS
ENSG00000003324	ACTN748	145.89	0.0	0	0.4922	
ENSG00000003325	TOMM9	8.79	0.0	0	0.051	
ENSG00000003326	KCN375	35.87	0.0	0	-0.3902	CHOLESTEROL_HOMEOSTASIS;INTERFERON_GAMMA_RESPONSE
ENSG00000003327	PLC14	27.29	0.0	0	-0.3042	HEDGEHOG_SIGNALING
ENSG00000003328	UBE2457	159.32	0.0	0	-1.3118	
ENSG00000003329	H2AF525	85.36	0.0	0	-0.5797	
ENSG00000003330	RNF541	160.28	0.0	0	0.8084	ESTROGEN_RESPONSE;REACTIVE_OXYGEN_SPECIES
ENSG00000003331	TET256	717.08	0.0	0	1.2755	APOPTOSIS;IL6_JAK_STAT3_SIGNALING;E2F_TARGETS
ENSG00000003332	SMARC688	516.7	0.0	0	0.308	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000003333	RAB11FIP210	58.24	0.0	0	0.0012	
ENSG00000003334	DLL4	0.11	0.0	0	0.1572	ADIPOGENESIS
ENSG00000003335	HTR413	44.99	0.0	0	0.1454	IL6_JAK_STAT3_SIGNALING;ANGIOGENESIS
ENSG00000003336	PXN531	4.6	0.0	0	0.0432	
ENSG00000003337	TIMM828	312.72	0.0	0	-0.9184	TGF_BETA_SIGNALING;HEDGEHOG_SIGNALING
ENSG00000003338	SNX766	37.21	0.0	0	-0.7239	OXIDATIVE_PHOSPHORYLATION
ENSG00000003339	RAB136	3.34	0.0	0	-0.31	
ENSG00000003340	SNX362	14.31	0.0	0	0.0476	INTERFERON_ALPHA_RESPONSE
ENSG00000003341	CYP47	2477.04	0.0	0	-0.2857	NOTCH_SIGNALING;ADIPOGENESIS;REACTIVE_OXYGEN_SPECIES
ENSG00000003342	IDH1	2.86	0.0	0	0.3717	IL6_JAK_STAT3_SIGNALING
ENSG00000003343	ADRB41	23.55	0.0	0	-0.8186	INTERFERON_GAMMA_RESPONSE
ENSG00000003344	VCL808	3.67	0.0	0	0.7165	
ENSG00000003345	EIF228	46.63	1.1372	1	1.5405	P53_SIGNALING
ENSG00000003346	CYP766	40.33	0.0	0	0.4911	P53_SIGNALING
ENSG00000003347	PRKC473	396.77	0.0	0	0.7842	MAPK_SIGNALING
ENSG00000003348	ABC72	8.21	0.0	0	-0.4223	APOPTOSIS;ESTROGEN_RESPONSE;XENOBIOTIC_METABOLISM
ENSG00000003349	TRIM426	32.95	0.0	0	1.4763	
ENSG00000003350	RAB11FIP257	24.83	0.0	0	-0.7954	OXIDATIVE_PHOSPHORYLATION
ENSG00000003351	ADAM501	178.72	0.0	0	0.5287	
ENSG00000003352	ARID325	30.53	0.0	0	-0.4218	
ENSG00000003353	TSC1	282.31	-1.8917	1	-0.1743	
ENSG00000003354	PXN576	128.77	0.0	0	-0.2272	HEDGEHOG_SIGNALING
ENSG00000003355	KDM195	2.35	0.0	0	-0.3697	INTERFERON_GAMMA_RESPONSE;COMPLEMENT_CASCADE
ENSG00000003356	SNX61	12.25	0.0	0	0.6958	HEDGEHOG_SIGNALING
ENSG00000003357	VCL496	23.4	0.0	0	-0.6259	REACTIVE_OXYGEN_SPECIES
ENSG00000003358	MRPL586	458.14	0.0	0	0.2632	
ENSG00000003359	H2AF551	47.61	0.0	0	-0.6616	
ENSG00000003360	SPTB785	688.59	0.0	0	0.4572	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003361	ARF181	11.64	0.0	0	0.1548	
ENSG00000003362	GABR224	113.36	0.0	0	0.4839	
ENSG00000003363	ANK13	33.06	0.0	0	-0.1907	OXIDATIVE_PHOSPHORYLATION;MYC_TARGETS
ENSG00000003364	RAB325	99.71	0.0	0	-0.3015	
ENSG00000003365	ANAPC605	272.74	0.0	0	0.9829	
ENSG00000003366	TMEM258	90.37	0.0	0	0.6812	UNFOLDED_PROTEIN_RESPONSE
ENSG00000003367	CUL55	404.94	0.0	0	-0.3621	
ENSG00000003368	H2AF834	5.38	0.0	0	0.9088	
ENSG00000003369	GRIN144	4.93	0.0	0	1.8551	PROTEIN_SECRETION
ENSG00000003370	CCNB154	236.02	0.0	0	-0.5793	AUTOPHAGY;COAGULATION;ANGIOGENESIS
ENSG00000003371	TOMM392	38.49	0.0	0	2.1335	REACTIVE_OXYGEN_SPECIES
ENSG00000003372	SMARC313	164.86	0.0	0	0.2544	
ENSG00000003373	SNX614	32.22	0.0	0	-0.4745	PI3K_AKT_MTOR_SIGNALING
ENSG00000003374	CYP386	13.96	0.0	0	-1.7333	
ENSG00000003375	ARID207	44.18	0.0	0	0.4023	
ENSG00000003376	DDX386	761.65	0.0	0	-0.0735	WNT_BETA_CATENIN_SIGNALING
ENSG00000003377	TOMM625	38.93	0.0	0	0.7322	
ENSG00000003378	DHX365	56.54	-1.3493	1	-0.0271	ADIPOGENESIS
ENSG00000003379	MYO608	56.22	0.0	0	1.8936	COAGULATION;ANGIOGENESIS
ENSG00000003380	ACTN699	69.0	0.0	0	1.0136	
ENSG00000003381	SLC83	213.69	0.0	0	-0.6236	INTERFERON_GAMMA_RESPONSE
ENSG00000003382	COL1A1	85.26	2.4078	1	0.3503	ANDROGEN_RESPONSE
ENSG00000003383	KCN598	63.83	0.0	0	-0.6256	P53_SIGNALING;INTERFERON_ALPHA_RESPONSE
ENSG00000003384	PXN884	1833.9	0.0	0	-1.3147	
ENSG00000003385	HIST1H562	26.37	0.0	0	0.4587	
ENSG00000003386	PXN358	106.72	0.0	0	-1.3622	IL6_JAK_STAT3_SIGNALING;HEDGEHOG_SIGNALING
ENSG00000003387	ANK564	10.5	0.0	0	-0.9188	
ENSG00000003388	PLC539	171.25	0.0	0	1.0566	
ENSG00000003389	GNA781	67.61	0.0	0	0.7123	P53_SIGNALING;EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000003390	KRAS	114.84	2.1628	1	-1.3325	DNA_REPAIR
ENSG00000003391	DYNC878	5.57	0.0	0	-0.5327	WNT_BETA_CATENIN_SIGNALING;PI3K_AKT_MTOR_SIGNALING
ENSG00000003392	BRD93	110.5	0.0	0	0.9655	PROTEIN_SECRETION
ENSG00000003393	MRPL174	31.44	0.0	0	-0.6042	
ENSG00000003394	CUL603	57.27	0.0	0	0.4302	
ENSG00000003395	ANAPC61	154.39	0.0	0	0.2046	GLYCOLYSIS
ENSG00000003396	CYP502	96.48	0.0	0	-0.05	
ENSG00000003397	RAB750	88.49	0.0	0	1.1224	PROTEIN_SECRETION
ENSG00000003398	KRT845	37.06	0.0	0	-0.0456	
ENSG00000003399	HTR521	869.16	0.0	0	-0.5195	DNA_REPAIR
ENSG00000003400	ANK157	0.33	0.0	0	-0.3566	REACTIVE_OXYGEN_SPECIES
ENSG00000003401	COPB457	13.12	0.0	0	-0.0811	
ENSG00000003402	TLN613	150.91	0.0	0	0.1344	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003403	CDC106	966.56	0.0	0	0.2715	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000003404	MRPS835	37.13	0.0	0	0.5683	WNT_BETA_CATENIN_SIGNALING;PI3K_AKT_MTOR_SIGNALING
ENSG00000003405	ANAPC529	10.99	0.0	0	-0.7474	RIBOSOME_BIOGENESIS
ENSG00000003406	KCN419	1.21	0.0	0	1.1179	
ENSG00000003407	XRCC1	156.69	2.2091	1	0.8472	
ENSG00000003408	DRD639	9.33	0.0	0	0.833	APOPTOSIS
ENSG00000003409	UBE2390	1.59	0.0	0	0.6627	CHOLESTEROL_HOMEOSTASIS
ENSG00000003410	SUZ575	12.43	0.0	0	-0.0031	
ENSG00000003411	FBXO182	24.52	0.0	0	-0.1852	
ENSG00000003412	ANAPC65	2114.73	0.0	0	-0.4408	ADIPOGENESIS
ENSG00000003413	UBE2523	134.03	0.0	0	0.5263	
ENSG00000003414	KDM815	108.44	0.0	0	0.0234	
ENSG00000003415	BRD765	80.57	0.0	0	1.6754	
ENSG00000003416	TIMM58	0.27	0.0	0	-0.9321	MRNA_SPLICING
ENSG00000003417	HNF1A	29.47	2.8986	1	0.2664	PI3K_AKT_MTOR_SIGNALING
ENSG00000003418	TRIM771	44.01	0.0	0	0.6697	
ENSG00000003419	RPS535	10.52	0.0	0	1.1686	OXIDATIVE_PHOSPHORYLATION
ENSG00000003420	RPS681	21.15	0.0	0	-0.3539	FATTY_ACID_METABOLISM
ENSG00000003421	MAPK759	2.18	0.0	0	0.2974	
ENSG00000003422	RNF179	50.32	0.0	0	0.0027	
ENSG00000003423	SCN216	28.92	0.0	0	-1.2934	
ENSG00000003424	DUSP842	33.79	0.0	0	-0.1746	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003425	CACN319	194.02	0.0	0	0.3033	HEDGEHOG_SIGNALING
ENSG00000003426	CCNB499	4.47	0.0	0	-0.0044	CELL_CYCLE_G2M_CHECKPOINT;HYPOXIA
ENSG00000003427	CUL760	93.64	0.0	0	-1.0721	WNT_BETA_CATENIN_SIGNALING
ENSG00000003428	UBE2286	34.62	0.0	0	-0.7255	UNFOLDED_PROTEIN_RESPONSE
ENSG00000003429	RNF233	72.29	0.0	0	1.3269	P53_SIGNALING
ENSG00000003430	SKP465	2885.17	0.0	0	-0.3091	
ENSG00000003431	SEC605	17.52	0.0	0	0.0287	ANGIOGENESIS;TGF_BETA_SIGNALING
ENSG00000003432	ADAM777	8.25	0.0	0	0.4857	
ENSG00000003433	FBXO887	27.68	0.0	0	0.8755	AUTOPHAGY
ENSG00000003434	ARF439	154.66	0.0	0	0.0793	
ENSG00000003435	BRD831	289.95	0.0	0	0.4894	ESTROGEN_RESPONSE
ENSG00000003436	VPS499	0.98	0.0	0	0.1144	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003437	CCNB363	37.11	0.0	0	0.2328	TGF_BETA_SIGNALING
ENSG00000003438	MRPL181	308.11	0.0	0	0.2174	
ENSG00000003439	KDM656	59.7	0.0	0	-1.0267	PI3K_AKT_MTOR_SIGNALING;PEROXISOME
ENSG00000003440	UBE2138	12.17	0.0	0	-0.4944	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000003441	USP895	38.53	1.771	1	-1.0788	INFLAMMATORY_RESPONSE;HEDGEHOG_SIGNALING
ENSG00000003442	CCNB420	213.19	0.0	0	1.6639	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000003443	RNF515	108.33	0.0	0	0.4181	UNFOLDED_PROTEIN_RESPONSE;MAPK_SIGNALING;ESTROGEN_RESPONSE
ENSG00000003444	DRD623	6.89	0.0	0	-0.3051	
ENSG00000003445	CYP132	44.33	0.0	0	-0.4435	NOTCH_SIGNALING
ENSG00000003446	ABC433	35.34	0.0	0	-0.5665	HEDGEHOG_SIGNALING
ENSG00000003447	PLC467	0.3	0.0	0	0.7568	GLYCOLYSIS
ENSG00000003448	PRKC308	24.34	0.0	0	-0.4761	
ENSG00000003449	SEC75	7.07	0.0	0	0.3474	
ENSG00000003450	ARF433	249.14	1.4806	1	1.4106	HYPOXIA
ENSG00000003451	EIF379	6.92	0.0	0	-1.1146	
ENSG00000003452	GRIN619	4.24	0.0	0	-0.0731	
ENSG00000003453	ARID858	33.97	0.0	0	-0.8846	EXTRACELLULAR_MATRIX_ORGANIZATION
